Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,T:System.CommandLine.Builder.CommandLineBuilder,,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,M:System.CommandLine.Builder.CommandLineBuilder.#ctor(System.CommandLine.Command),,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,T:System.CommandLine.Builder.CommandLineBuilderExtensions,,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,T:System.CommandLine.Builder.CommandLineBuilder,,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,T:System.CommandLine.Builder.CommandLineBuilderExtensions,,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,T:System.CommandLine.Builder.CommandLineBuilder,,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,M:System.CommandLine.Builder.CommandLineBuilderExtensions.UseDefaults(System.CommandLine.Builder.CommandLineBuilder),,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,T:System.CommandLine.Hosting.HostingExtensions,,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,T:System.CommandLine.Builder.CommandLineBuilder,,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,"M:System.CommandLine.Hosting.HostingExtensions.UseHost(System.CommandLine.Builder.CommandLineBuilder,System.Func{System.String[],Microsoft.Extensions.Hosting.IHostBuilder},System.Action{Microsoft.Extensions.Hosting.IHostBuilder})",,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,T:System.CommandLine.Parsing.Parser,,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Crossroads.Launcher\Crossroads.Launcher.csproj,File,src\Crossroads.Launcher\Program.cs,34,12,M:System.CommandLine.Builder.CommandLineBuilder.Build,,,,,"var parser = new CommandLineBuilder(new LauncherRootCommand())                  .AddCommand(new LauncherInspectCommand())                  .UseDefaults()                  .UseHost(_ => Host.CreateDefaultBuilder(args),                      hostBuilder =>                      {                          hostBuilder                              .ConfigureAppConfiguration((hostingContext, config) =>                              {                                  config.AddJsonFile($""{AppDomain.CurrentDomain.BaseDirectory}appsettings.json"", optional: false, reloadOnChange: true);                              })                              .ConfigureServices((context, services) =>                              {                                  services.AddTransient<IFileSystem, FileSystem>();                                  services.AddTransient<ILauncherInspectService, LauncherInspectService>();                                  services.AddTransient<ILaunchApplicationService, LaunchApplicationService>();                                  services.AddTransient<IProcessService, ProcessService>();                              });                      })                  .Build();"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,,,xunit 2.9.3,,,,,"xunit, 2.9.3  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,27,8,T:System.CommandLine.Command,,,,,"public static async Task<int> ExecuteSystemCommand(this Command command, string args, Action<HostBuilderContext, IServiceCollection> configureDelegate)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,37,12,T:System.CommandLine.Parsing.ParseResultExtensions,,,,,var exitCode = await parseResult.InvokeAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,37,12,"M:System.CommandLine.Parsing.ParseResultExtensions.InvokeAsync(System.CommandLine.Parsing.ParseResult,System.CommandLine.IConsole)",,,,,var exitCode = await parseResult.InvokeAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,36,12,T:System.CommandLine.Parsing.ParserExtensions,,,,,var parseResult = parser.Parse(args);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,36,12,T:System.CommandLine.Parsing.ParseResult,,,,,var parseResult = parser.Parse(args);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,36,12,"M:System.CommandLine.Parsing.ParserExtensions.Parse(System.CommandLine.Parsing.Parser,System.String)",,,,,var parseResult = parser.Parse(args);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,29,12,T:System.CommandLine.Builder.CommandLineBuilder,,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,29,12,M:System.CommandLine.Builder.CommandLineBuilder.#ctor(System.CommandLine.Command),,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,29,12,T:System.CommandLine.Hosting.HostingExtensions,,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,29,12,T:System.CommandLine.Builder.CommandLineBuilder,,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,29,12,"M:System.CommandLine.Hosting.HostingExtensions.UseHost(System.CommandLine.Builder.CommandLineBuilder,System.Func{System.String[],Microsoft.Extensions.Hosting.IHostBuilder},System.Action{Microsoft.Extensions.Hosting.IHostBuilder})",,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,29,12,T:System.CommandLine.Parsing.Parser,,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Test\Utility\CommandLineExtenions.cs,29,12,M:System.CommandLine.Builder.CommandLineBuilder.Build,,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,48,8,T:System.CommandLine.Command,,,,,"private async Task<int> ExecuteSystemCommand(Command command, string args, Action<HostBuilderContext, IServiceCollection> configureDelegate)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,58,12,T:System.CommandLine.Parsing.ParseResultExtensions,,,,,var exitCode = await parseResult.InvokeAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,58,12,"M:System.CommandLine.Parsing.ParseResultExtensions.InvokeAsync(System.CommandLine.Parsing.ParseResult,System.CommandLine.IConsole)",,,,,var exitCode = await parseResult.InvokeAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,57,12,T:System.CommandLine.Parsing.ParserExtensions,,,,,var parseResult = parser.Parse(args);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,57,12,T:System.CommandLine.Parsing.ParseResult,,,,,var parseResult = parser.Parse(args);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,57,12,"M:System.CommandLine.Parsing.ParserExtensions.Parse(System.CommandLine.Parsing.Parser,System.String)",,,,,var parseResult = parser.Parse(args);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,50,12,T:System.CommandLine.Builder.CommandLineBuilder,,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,50,12,M:System.CommandLine.Builder.CommandLineBuilder.#ctor(System.CommandLine.Command),,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,50,12,T:System.CommandLine.Hosting.HostingExtensions,,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,50,12,T:System.CommandLine.Builder.CommandLineBuilder,,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,50,12,"M:System.CommandLine.Hosting.HostingExtensions.UseHost(System.CommandLine.Builder.CommandLineBuilder,System.Func{System.String[],Microsoft.Extensions.Hosting.IHostBuilder},System.Action{Microsoft.Extensions.Hosting.IHostBuilder})",,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,50,12,T:System.CommandLine.Parsing.Parser,,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Launcher.Test\Crossroads.Launcher.Test.csproj,File,test\Crossroads.Launcher.Test\Commands\LauncherInspectCommandTests.cs,50,12,M:System.CommandLine.Builder.CommandLineBuilder.Build,,,,,"var parser = new CommandLineBuilder(command)                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(configureDelegate);                  }).Build();"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Crossroads.Test.csproj,,,xunit 2.9.3,,,,,"xunit, 2.9.3  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Crossroads.Test.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Commands\InspectCommandTests.cs,53,12,T:System.CommandLine.Parsing.ParseResultExtensions,,,,,var exitCode = await parseResult.InvokeAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Commands\InspectCommandTests.cs,53,12,"M:System.CommandLine.Parsing.ParseResultExtensions.InvokeAsync(System.CommandLine.Parsing.ParseResult,System.CommandLine.IConsole)",,,,,var exitCode = await parseResult.InvokeAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Commands\InspectCommandTests.cs,52,12,T:System.CommandLine.Parsing.ParserExtensions,,,,,"var parseResult = parser.Parse(""inspect --package goodpackage"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Commands\InspectCommandTests.cs,52,12,T:System.CommandLine.Parsing.ParseResult,,,,,"var parseResult = parser.Parse(""inspect --package goodpackage"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Commands\InspectCommandTests.cs,52,12,"M:System.CommandLine.Parsing.ParserExtensions.Parse(System.CommandLine.Parsing.Parser,System.String)",,,,,"var parseResult = parser.Parse(""inspect --package goodpackage"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Commands\InspectCommandTests.cs,42,12,T:System.CommandLine.Builder.CommandLineBuilder,,,,,"var parser = new CommandLineBuilder(new InspectCommand())                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(services =>                      {                          services.AddSingleton<IInspectService>(inspectService.Object);                      });                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Commands\InspectCommandTests.cs,42,12,M:System.CommandLine.Builder.CommandLineBuilder.#ctor(System.CommandLine.Command),,,,,"var parser = new CommandLineBuilder(new InspectCommand())                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(services =>                      {                          services.AddSingleton<IInspectService>(inspectService.Object);                      });                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Commands\InspectCommandTests.cs,42,12,T:System.CommandLine.Hosting.HostingExtensions,,,,,"var parser = new CommandLineBuilder(new InspectCommand())                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(services =>                      {                          services.AddSingleton<IInspectService>(inspectService.Object);                      });                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Commands\InspectCommandTests.cs,42,12,T:System.CommandLine.Builder.CommandLineBuilder,,,,,"var parser = new CommandLineBuilder(new InspectCommand())                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(services =>                      {                          services.AddSingleton<IInspectService>(inspectService.Object);                      });                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Commands\InspectCommandTests.cs,42,12,"M:System.CommandLine.Hosting.HostingExtensions.UseHost(System.CommandLine.Builder.CommandLineBuilder,System.Func{System.String[],Microsoft.Extensions.Hosting.IHostBuilder},System.Action{Microsoft.Extensions.Hosting.IHostBuilder})",,,,,"var parser = new CommandLineBuilder(new InspectCommand())                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(services =>                      {                          services.AddSingleton<IInspectService>(inspectService.Object);                      });                  }).Build();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,test\Crossroads.Test\Crossroads.Test.csproj,File,test\Crossroads.Test\Commands\InspectCommandTests.cs,42,12,T:System.CommandLine.Parsing.Parser,,,,,"var parser = new CommandLineBuilder(new InspectCommand())                  .UseHost(_ => Host.CreateDefaultBuilder(),                  hostBuilder =>                  {                      hostBuilder.ConfigureServices(services =>                      {                          services.AddSingleton<IInspectService>(inspectService.Object);                      });                  }).Build();"
